developer,userscore,metascore,genres,rating,summary,publisher,title,release_date
Mojang AB,7.00,72,Action Adventure|Open-World|Role-Playing|Action RPG|,E10+,"Fight your way through an all-new action-adventure game, inspired by classic dungeon crawlers and set in the Minecraft universe! Brave the dungeons alone, or team up with friends! Up to four players can battle together through action-packed, treasure-stuffed, wildly varied levels – all in an epic quest to save the villagers and take down the evil Arch-Illager. Discover a trove of powerful new weapons and items that will help you defeat ruthless swarms of new-and-nasty mobs. Fight or flee through canyons, swamps and – of course – mines! Any adventurer brave or foolish enough to explore this blocky and beautiful world will need to come prepared. So quickly, gear up!",Mojang AB,Minecraft Dungeons,"May 26, 2020"
Frontier Developments,7.60,72,Strategy|Management|Business / Tycoon|,None,"Build the park of a lifetime and rediscover the critically acclaimed rollercoaster simulation bestseller. Brought to life in this new Complete Edition, relive the full RollerCoaster Tycoon 3 experience or dive in for the first time and feel the thrill of a genre-defining classic, complete",Frontier Foundry,RollerCoaster Tycoon 3: Complete Edition,"Sep 24, 2020"
Ubisoft Paris,5.90,71,Action|Rhythm|Dancing|,E10+,"No matter where you come from, how old you are, if you are a panda or a carrot: turn up the volume and get ready to unleash your inner dancer, because Just Dance 2018 brings out the dancer in everyone. Whether you are a party starter, a young dancer in the making or a pro dancer looking for new challenges, it's never been so easy to Just Dance. Dance your heart out to 24K Magic by Bruno Mars, Side to Side by Ariana Grande ft. Nicki Minaj, The Way I Are (Dance With Somebody) by Bebe Rexha ft. Lil Wayne and Chantaje by Shakira ft. Maluma. Relive classics including Daddy Cool by Groove Century, or if K-Pop is your thing get down to Bubble Pop by Hyuna.",Ubisoft,Just Dance 2018,"Oct 24, 2017"
Oddly Shaped Pixels,6.30,71,Miscellaneous|Party / Minigame|,E10+,"Super Rocket Shootout originally released for the PC back in July of last year, and is now making its debut on the switch. The art style is in",Plug In Digital,Super Rocket Shootout,"Apr  5, 2018"
Kalypso,7.20,74,Strategy|Management|Business / Tycoon|,E,"<span class=""blurb blurb_collapsed"">United States, 1830: The New World is in its ascendancy. Industry is booming, and the race is on to establish the most dominant and powerful rail empire in all of North America. It's time to outthink and outmaneuver your competitors as you lead your company into the 20th century!<br/> <br/>In</span>",Kalypso,Railway Empire: Switch Edition,"Jun 19, 2020"
SneakyBox,7.49,74,Action|Arcade|,E,"How long can you survive the depths of space in this fresh revival of the classic arcade shooter? Pilot solo or recruit a friend for local co-op across 30 challenges or arcade mode. The original space shooter warps to the modern era! Asteroids: Recharged has been reimagined for modern gameplay, with vibrant visuals, powerful new abilities, and another original soundtrack from award-winning video game composer Megan McDuffee. Asteroids: Recharged creates a familiar, but revitalized and modern challenge to both old school and new high score chasers. And 30 unique and creative challenge levels take the space shooting gameplay into new territory, complete with local and global leaderboards. An entirely new collection of power-ups -- including spread shots, rail guns, reflector shields, and more -- will help stave off splintering asteroids and aggressive UFOs. Co-op play lets you play with a friend, and ramps up the intensity as players do their best to coordinate and survive.",Atari Games,Asteroids: Recharged,"Dec 14, 2021"
Snoozy Kazoo,7.10,74,Action Adventure|General|,E10+,"Play as an adorable, yet trouble-making turnip. Avoid paying taxes, solve plantastic puzzles, and take on massive beasts in a journey to tear down a corrupt vegetable government! Take control of an adorable turnip who happens to be an absolute menace to society. After failing to pay taxes",Graffiti Games,Turnip Boy Commits Tax Evasion,"Apr 22, 2021"
Nintendo,7.40,74,Adventure|Visual Novel|,T,"Solve a murder mystery surrounding a wealthy Japanese family. Hunt for clues, talk to suspects, and explore the Japanese countryside after tragedy strikes the wealthy Ayashiro family. Filled with suspense, this tale follows an amnesia-stricken detective trying to unravel his own past amidst",Nintendo,Famicom Detective Club: The Missing Heir,"May 14, 2021"
White Owls,6.80,74,Action|Action Adventure|General|,M,"The blunt disappearance of a close friend encourages J.J. to go look for her on the strange Island of Memories. You can’t die on this nightmare island, even if you’re seriously injured. No matter how many times J.J.’s brought back from the grips of death, she drags her mangled body deeper into the woods to find her friend.",Arc System Works,The Missing: JJ Macfield and the Island of Memories,"Oct 11, 2018"
Ruari O'Sullivan,5.80,74,Action Adventure|Open-World|,E10+,"OVERWHELM is an action horror-world platformer where enemies power-up and you don’t. Horror-world Exploration: Explore the oppressive caverns of the hive, guided only by a sparse map. Enemies can appear from anywhere at any time. Bosses Give Enemies Power-Ups: As you defeat each of the five unique bosses, their abilities get distributed to the enemies of the world with escalating difficulty. Tactile, Tense Combat: Combat is crunchy and fast. One hit and you die. Three deaths and the run is over. Defeat bosses in different orders to optimize your playthrough. ",Alliance,Overwhelm,"Apr  4, 2019"
M2,7.49,74,Simulation|Flight|Combat|,E10+,"The enemy has started its attack. They've mobilized their air force and land forces for a major assault. You're stationed on an aircraft carrier on the front line, and it's up to you to show them what an ace pilot can really do! Fly into the madness in your experimental G-LOC superfighter, and put an end to the Future World Army.",Sega,Sega Ages: G-LOC Air Battle,"Apr 30, 2020"
Nippon Ichi Software,8.30,73,Role-Playing|Japanese-Style|,E10+,"<span class=""blurb blurb_collapsed"">The Wicked King and the Noble Hero is an RPG with a human child named Yuu and the dragon that acts as her foster parent.<br/> <br/>In the game, the world was ruled by the dragon overlord, and it was defeated by the hero. But instead of killing the dragon, the hero decided just to cut off its horns</span>",NIS America,The Cruel King and the Great Hero,"Mar 15, 2022"
High Horse Entertainment,7.60,73,Sports|Team|Futuristic|,E,"A fast-paced action-sports game that pits 2-4 players against each other in a unique combination of air hockey and tennis. Players scramble to retrieve and throw a glowing disc while unleashing devastating abilities and defending variable-point end zones. An exciting blend of strategy and skill, this arcade-inspired title boasts a zany roster of characters to compete with friends both on the couch and online.",High Horse Entertainment,Disc Jam,"Feb  8, 2018"
Lince Works,7.30,73,Action Adventure|General|,M,"You are Aragami, an undead warrior with the power to control the shadows. You've been summoned back to the world of the living by Yamiko, a girl imprisoned in the city fortress of Kyuryu. Embark on a dark journey full of blood and secrets to recover the broken fragments of your memories. Infiltrate the occupied city of Kyuryu with your supernatural powers and fight light with shadows. Uncover a story about twin souls bound together by destiny that surpasses time and memories.",Merge Games,Aragami: Shadow Edition,"Feb 21, 2019"
Hidden Path Entertainment,7.49,73,Strategy|Real-Time|Defense|,None,"Defense Grid 2, DG2, is the highly-anticipated sequel to Hidden Path Entertainments 2008 Defense Grid: The Awakening. Setting the bar as the definitive tower defense game, Defense Grid 2 introduces new worlds and threats to test your tower placement strategies. With a bold new look, a compelling single-player campaign, and the addition of new game modes, online player-versus-player and multiplayer co-op, every play-through brings fun new opportunities and challenges. DG2 comes with a story campaign featuring 21 stunning maps, dynamic level movement, an expanded story and cast of characters, hundreds of challenge mode experiences, new multiplayer modes, a procedurally driven audio score and the ability for players to build their own levels. DG2 also introduces players to DG Architect, a level creation tool set connected to Steam Workshop where players can create their own unique levels to share and possibly even sell if selected. DG2 for the PC was funded in part by Dracogen, a private investor after a 2012 Kickstarter campaign funded the original game's DLC, Defense Grid: Containment. DG2 is developed by Hidden Path Entertainment and published by 505 Games.",Hidden Path Entertainment,Defense Grid 2,"Feb  7, 2019"
Plug In Digital,7.00,73,Simulation|General|,M,"<span class=""blurb blurb_collapsed"">A Normal Lost Phone is a game about exploring the intimacy of an unknown person whose phone was found by the player.<br/> <br/>The game takes the shape of a narrative investigation: you have to search the phones text messages, pictures and applications, in order to learn about its former owner.</span>",Plug In Digital,A Normal Lost Phone,"Mar  1, 2018"
Stage Clear Studios,7.10,73,Action Adventure|General|,E10+,"When Max wishes for his annoying little brother, Felix, to be whisked away by unknown evil forces, he gets more than he bargained for. Armed only with a marker and a hope of undoing what he has just done, he sets out on a perilous journey across deserts, eerie lantern-lit bogs, ancient temples and lush green forests to get his younger sibling back. Along the way Max gains the power to manipulate his environment and overcome seemingly impossible obstacles.",Stage Clear Studios,Max: The Curse of Brotherhood,"Dec 21, 2017"
Screambox Studio,7.60,73,Action|Shooter|Shoot-'Em-Up|Vertical|,E,"A 90s-Style Vertical Shoot 'Em Up Game on Nintendo Switch. AngerForce: Reloaded is a hardcore scrolling fly-and-shoot game done in the 90’s arcade style. It's set against the backdrop of a 19th century human world that has seen the outbreak of a robot rebellion. The game uses an original cartoon/comic art style. Made with traditional 2D technology, thanks to free-form deformation technique, its character animation sequences are rich in detail, achieving a 3D-like effect. The players will be able to improve their characters by choosing from randomly generated abilities. Your choices will impact your entire stage progression. You can choose from dozens of upgrade choices to complement your characters’ special abilities, thereby creating a unique personal play style. ",Screambox Studio,AngerForce: Reloaded,"Apr  1, 2019"
