release_date,developer,publisher,userscore,rating,summary,metascore,genres,title
"Jul  7, 2015",Lab Zero Games,Autumn Games,7.5,T,"A stunning and exciting game, set in a rich Dark Deco filled world of skyscrapers and neon to coastal towns of fish-people, you can play through multiple characters, from an undead opera singer with a song for justice, to a famed wrestler making his way back to the top in an unconventional way, you are treated to lore, stories, and histories that paint an expansive world. With a fighting system that encourages fast-paced action, you find yourself battling against anyone with a variety of wild movesets. If you like fighting games, give Skullgirls a try!",82,Action|Fighting|2D|,Skullgirls: 2nd Encore
"Apr 19, 2016",Klei Entertainment,Klei Entertainment,6.9,T,"Invisible, Inc. is a mercenary espionage agency operating in the latter years of the 21st century. Infiltrate procedurally generated corporate facilities in tense, turn-based missions where every move could be your last. Find profit in chaos as you guide your team around the world in search of lucrative contracts.",82,General|Strategy|Turn-Based|Tactics|,"Invisible, Inc. Console Edition"
"Aug 30, 2016",Capcom,Capcom,8.5,M,"Resident Evil 4 marks a new chapter in the Resident Evil series. You'll rejoin Leon S. Kennedy six years after his first mission as a rookie cop from Resident Evil 2. Now a US agent, Leon is on a top secret mission to investigate the disappearance of the president's daughter. As Leon, you must make your way to a mysterious location in Europe, where new enemies await. Take them down by using enhanced aim-and-shoot features and a new action button.",82,Action Adventure|Survival|,Resident Evil 4
"Apr 23, 2019",NetherRealm Studios,Warner Bros. Interactive Entertainment,3.8,M,"Mortal Kombat is back and better than ever in the next evolution of the iconic franchise. The all new Custom Character Variations give you unprecedented control to customize the fighters and make them your own. The new graphics engine showcasing every skull-shattering, eye-popping moment, brings you so close to the fight you can feel it. And featuring a roster of new and returning Klassic Fighters, Mortal Kombat's best in class cinematic story mode continues the epic saga over 25 years in the making.",82,Action|Fighting|2D|,Mortal Kombat 11
"Nov 13, 2018",Activision,Activision,8.2,E10+,"The original roast master is back. Same sick burns, same smoldering attitude, now all scaled up in stunning HD. Spyro is bringing the heat like never before in the Spyro Reignited Trilogy game collection. Rekindle the fire with the original three games, Spyro the Dragon, Spyro 2: Ripto's Rage! and Spyro: Year of the Dragon. Explore the expansive realms, re-encounter the fiery personalities and relive the adventure in fully remastered glory. Because when there's a realm that needs saving, there's only one dragon to call.",82,Miscellaneous|Compilation|,Spyro Reignited Trilogy
"Aug 27, 2019",Remedy Entertainment,505 Games,7.3,M,"Very good , like REMEDY, the weapons shoot very reality, game game game good good good",82,Action Adventure|General|,Control
"Feb 11, 2021",Tarsier Studios,Bandai Namco Games,8.6,T,"Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by a mysterious transmission from a distant signal tower. With Six, the girl in a yellow raincoat, Mono sets out to discover the dark secrets of The Signal Tower and save Six from her terrible fate; but their journey will not be easy as Mono and Six will face an array of new threats from the terrible residents of this world. Will you dare face this collection of new, little nightmares? PLAY A DARK, THRILLING, SUSPENSE ADVENTURE: A host of brand-new residents lie in wait to haunt your steps and disturb your sleep. Outsmart the sadistic teacher, survive the bloodthirsty hunter and flee from many more terrifying characters, as Mono and Six journey through this world together. DISCOVER A FANTASTICAL WORLD CORRUPTED BY THE SIGNAL TOWER: Escape a world that’s rotten from the inside. Your journey will take you from creepy woodlands to sinister schools on your way to the dreadful Signal Tower. Find the source of the evil that spreads through the TV screens of the world. AWAKEN YOUR INNER CHILD TO SAVE SIX FROM THE DARKNESS: Six is fading from this world, and her only hope is to journey with Mono to find what has afflicted her from the Signal Tower. In this world of unknown terrors, you are her only beacon of hope. Can you gather up the courage to fend off your tormenters, and work with Six to make sense of The Signal Tower? ",82,Action Adventure|Linear|,Little Nightmares II
"Sep 10, 2019",Konami,Konami,7.6,E,"Experience realism and authenticity in this year's definitive football game: PES 2020.  GAMEPLAY: New dynamic dribbling skills, new first touch techniques and finely-tuned ball physics, all developed in close consultation with renowned midfielder Andrés Iniesta. MATCHDAY: Pick a side and",82,Sports|Team|Soccer|Sim|,eFootball PES 2020
"Sep 15, 2017",Arkane Studios,Bethesda Softworks,7.2,M,"Take on the role of Billie Lurk (aka Megan Foster), once one of Dunwall's most notorious killers-for-hire. Reunited with your old mentor, the legendary assassin Daud, you undertake the greatest assassination ever conceived: killing the Outsider, a god-like figure whom Billie and Daud see as instrumental to some of the Empire's most dishonorable moments. As you venture deep into the grimiest corners of Karnaca to uncover the mystery of the Outsider and his origins, you will face deadly opposition, ancient powers, and difficult decisions that will forever change the world around you.",82,Action Adventure|General|,Dishonored: Death of the Outsider
"Apr 30, 2020",Seaven Studio,DotEmu,8.1,T,"Publisher Dotemu (Wonder Boy, Windjammers 1/2) and developers Lizardcube (Wonder Boy) and Guard Crush Games today revealed Streets of Rage 4, an all-new continuation of SEGA's iconic arcade brawler series known for its radical fights, jammin' '90s beats and dashing sparring gloves and",82,Action|Beat-'Em-Up|2D|,Streets of Rage 4
"Feb 25, 2020",Two Point Studios,Sega,7.1,E10+,"Absolutely perfect as a port of a strategy game to console and the game itself is a winner, just like Theme hospital in the 90's this is the best business management sim on the market and for me personally, simply the best Sim. It fulfils everything I need in a title such as this but your millage may vary depending on what you enjoy in your sims, the aesthetic and the hospital setting. Watch some Let's plays before you buy this, maybe a speed run or two and if you like what you see you will like the game, it's so solidly crafted.",82,Simulation|Strategy|Management|Virtual|Career|Business / Tycoon|,Two Point Hospital
"Feb  9, 2016",Asteroid Base,Asteroid Base,6.9,E10+,"Lovers in a Dangerous Spacetime is a frantic 1- or 2-player couch co-op action space shooter set in a massive neon battleship. Only through teamwork can you triumph over the evil forces of Anti-Love, rescue kidnapped space-bunnies, and avoid a vacuumy demise. Deep space is a dangerous place, but you don't have to face it alone.",82,Action|Shooter|Shoot-'Em-Up|Horizontal|,Lovers in a Dangerous Spacetime
"Nov 26, 2019",Nomada Studio,Devolver Digital,8.3,E,"Gris is a hopeful young girl lost in her own world, dealing with a painful experience in her life. Her journey through sorrow is manifested in her dress, which grants new abilities to navigate her faded reality. Gris is a serene and evocative experience, free of danger, frustration, or death. It can be enjoyed by anyone regardless of their spoken language.",82,Action|Platformer|2D|,GRIS
"Apr  5, 2016",Dodge Roll,Devolver Digital,7.7,T,"I have been playing this game 8 hours and i can say that it is amazing. I really do not like an easy game and if you are like me this game is going to be super addictive and fun. The different kind of weapons are incredibly fun to play with and i am seeing that this game has a lot of replay value because you want to see new guns and super hard bosses. 8 hours and i am not even getting a bit bored. For me is a solid 10/10. Music: great, variety: amazing, fun: a lot, difficulty: extreme and graphics: i really love the arcade graphic style.",82,Action|General|Shooter|Shoot-'Em-Up|Top-Down|,Enter the Gungeon
"Apr 29, 2014",Ubisoft Montreal,Ubisoft,8.0,E10+,"Wonderful for what it is: a straight-forward, charming tale of a young girl on an epic quest. The art, dialogue, and mechanics are easy to immerse yourself in within moments of play. It's a nice change up from the xbox's typical arsenal of shooters and slaughter houses.",82,Action|General|General|Role-Playing|General|,Child of Light
"Dec  6, 2016",SCE Japan Studio,SCEA,7.9,T,"It’s an action adventure title. It’s a story about a young boy who has been kidnapped or captured under strange circumstances. It’s about an encounter between that boy and the mysterious beast Trico amidst ancient ruins, and a story about their journey together in the hope of escaping their mysterious predicament. [Fumito Ueda via Playstation.com]",82,Fantasy|Fantasy|Action Adventure|Linear|,The Last Guardian
"Feb 13, 2018",Survios,Survios,7.4,E10+,"Easily one of the best PSVR games to date, Sprint Vector is just pure fun. There's a real sense of immersion and though the full range of controls takes a little getting used to, once you have it down you'll be flying around around the tracks with ease. It's a total blast!",82,Racing|Arcade|Other|,Sprint Vector
"Nov  4, 2014",Ubisoft,Ubisoft,7.2,T,"The Rocksmith 2014 Edition is rebuilt from the ground up, and you'll experience improved features, a new look, more flexible and deeper practice tools, new techniques and tunings, over 50 new hit songs, and more. With the Session Mode, Rocksmith 2014 Edition takes guitar-learning to a new level by allowing you to play guitar with a virtual band that follows your every lead. Select from an assortment of backing instruments or styles, and Session Mode reacts to the notes you play.",82,Action|Miscellaneous|Rhythm|Music|,Rocksmith 2014 Edition
