summary,release_date,publisher,metascore,title,genres,userscore,developer,rating
"Ever since I quit WoW I've been looking for an MMO to fill the void. I spent hundreds trying them all. I can safely say that this is exactly what I was looking for. It has so much innovation. The questing, though it relates to WoWs boring semi-linear questing, contains many varied and fun quests with cool features. The endgame is great, pvp is spectacular, housing is very well done, the combat... fun as hell. Also, do not let the cartoony graphics fool you. The visuals in this game are jaw dropping and the amount of detail put into everything from a robot to a piece of trash on the ground is stunning. If you're looking for an MMO, here it is.","Jun  3, 2014",NCSOFT,82,WildStar,Sci-Fi|Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Sci-Fi|,7.5,Carbine Studios,T
"Assume the role of Robert Cath, an American who recieves a mysterious dispatch from a friend to meet him on the Orient Express. However, once you get there you discover that things aren't quite as they should be! The game is set during the run up to World War 1. It has a very impressive recreation of the Orient Express and features a historically accurate background.","Mar 31, 1997",Broderbund,82,The Last Express,Adventure|General|General|,8.7,Smoking Car Productions,T
OMG! Best music best gameplay best graphic dice is always better than any multiplayer game makers and of course all of ea games are great ... VERY GREAT!,"Sep  5, 2017",Electronic Arts,82,Battlefield 1: In the Name of the Tsar,Action|Shooter|First-Person|Tactical|,5.6,EA DICE,M
"Really A LOT of tracks and vehicles, each one very peculiar. It's a technical arcade racer, very deep, good in single-player, excellent in multiplayer. Among the very best arcade racing ever imho.","Aug 27, 2021",Catze,82,Star Drift Evolution,Racing|Arcade|Automobile|,8.8,Catze,None
 Best shooter game i´ve ever seen. Never seen before a game there you have to take a very real training. Only after pass the test positivie you can start kill other players. But the important thing is the reality on weapons handling in combination of your breath! All i can say is HOOAH.,"Jul  4, 2002",U.S. Army,82,America's Army,Action|Shooter|Shooter|First-Person|Tactical|Modern|,5.9,U.S. Army,T
"The Next Penelope is an original 2D racing and action game, set in a futuristic Greece. As Penelope is looking for Ulysses through the galaxy, the player is free to explore the worlds in any order. Each planet features unique situations, races, bosses, and new permanent abilities to get for the spaceship. All weapons cost vital energy when used, so the player is very powerful and close to death at the same time.","May 29, 2015",Plug In Digital,82,The Next Penelope,Action|Racing|General|Arcade|Futuristic|,8.2,Aurelien Regard,None
"This is an absolutely incredible game, and easily my favorite of this year! It's an adventure game and a point-and-click hybrid with surreal elements, but what makes it stand-out is the uniqueness of how it tells its stories and the authenticity of its world and its characters. The ending had me ///// /// sobbing ///// //","Sep 17, 2020",Triple Topping Games,82,Welcome to Elk,Adventure|General|Point-and-Click|,7.3,Triple Topping Games,None
"While on duty in a remote area of space, a nearby sun suddenly erupts releasing a deadly blast that damages your ship, kills your Captain and threatens nearby colonists. Now you must take control of your ship and lead your crew to solve the mystery. Your mission is clear -- discover the cause of the devastating explosion and prevent it from happening again. During the race you will battle the Cardassians, ally with the Klingons, investigate the unpredictable Romulans and reveal a secret plot that threatens the Federation itself. [Activision]","Feb 27, 2002",Activision,82,Star Trek Bridge Commander,Simulation|Sci-Fi|Space|Large Spaceship|Civilian|,7.6,Totally Games,E
"Awesome game, there is the best arcade physics of all racing games. This game have all that need racing games: tuning, customization, great physics and cool crashing system. EA games should learn how to do great physics like this one.","Jun 14, 2018",THQ Nordic,81,Wreckfest,Driving|General|General|Racing|Arcade|Automobile|,7.4,Bugbear,T
"Quake 4 is the first game to utilize id Software's revolutionary DOOM 3 technology. In the game, you are Matthew Kane, an elite member of Rhino Squad and Earth's valiant invasion force. Fight alone, with your squad, and in hover tanks and mechanized walkers as you engage in a heroic mission into the heart of the Strogg war machine. But, in this epic war between worlds, the only way to defeat the Strogg is to become one of them. Battle through early missions as a deadly marine, then after your capture as a marine-turned-Strogg with enhanced abilities and the power to turn the tide of the war. [Activision]","Oct 11, 2005",Activision,81,Quake 4,Action|Shooter|Shooter|First-Person|Sci-Fi|Sci-Fi|Arcade|,7.6,Raven Software,M
"The best Guild Wars 2 expansion so far in regards of all measurements. Story, map design, content, features, enemy design, encounters,","Feb 28, 2022",NCSOFT,81,Guild Wars 2: End of Dragons,Role-Playing|Massively Multiplayer|,7.6,ArenaNet,T
"<span class=""blurb blurb_collapsed"">The drums of war thunder once again Return to a lost era of Azeroth and experience the timeless stories that defined this world at war.<br/> <br/>World of Warcraft Classic is a faithful recreation of the original World of Warcraftit runs a bit smoother on today's computers, but the game still looks</span>","Aug 27, 2019",Blizzard Entertainment,81,World of Warcraft Classic,Role-Playing|Miscellaneous|Massively Multiplayer|Board / Card Game|,6.2,Blizzard Entertainment,T
"Don't follow what the haters say. Play the game yourself and you will see that its amazing. The music, the art, the adventure is all greatly done, and plenty of mods from the community and the fact that you need little to no knowledge to mod the game too, its just a amazing game! Sure, it might be terraria-like but its mostly pure inspiration. Its a great game, and don't forget that its currently just a beta so things will change often.","Jul 22, 2016",Chucklefish,81,Starbound,Fantasy|General|Fantasy|Action Adventure|Sandbox|,7.3,Chucklefish,None
"<span class=""blurb blurb_collapsed"">Move onwards, move upwards, and leave nothing behind.<br/>Bonfire Peaks is a puzzle game about closure, by Corey Martin and published as well as co-produced by Draknek, creator of A Monster’s Expedition and Cosmic Express. Navigate expertly designed puzzles in a breathtakingly lovely</span>","Sep 30, 2021",Corey Martin,81,Bonfire Peaks,Adventure|Puzzle|Action|3D|Third-Person|,tbd,Corey Martin,None
"<span class=""blurb blurb_collapsed"">Welcome to the club! Write poems for your crush and experience the terror of school romance in this critically-acclaimed psychological horror story.<br/> <br/>Enter the #1 Psychological Horror Experience!

Welcome to a terrifying world of poetry and romance! Write poems for your crush and erase</span>","Jun 30, 2021",Serenity Forge,81,Doki Doki Literature Club Plus!,Adventure|Visual Novel|,8.8,Team Salvato,M
"Nidhogg is the epic award-winning fencing tug-of-war, full of graceful acrobatics and clumsy stabs. IRL yelling and excitement may occur, in this ultimate two-player showdown of fast-paced fencing and melee attacks. Beware, advantages in Nidhogg are often fleeting, as new opponents continually spawn in your way.","Jan 13, 2014",Messhof,81,Nidhogg,General|Action|Miscellaneous|General|,6.8,Messhof,None
"Battlefield 4 is a military blockbuster that aims for unrivaled destruction. Fueled by Frostbite 3, Battlefield 4 allows you to demolish the buildings shielding your enemy. You will lead an assault from the back of a gun boat. Battlefield grants you the freedom to do more and be more while playing to your strengths and carving your own path to victory. Beyond its hallmark multiplayer, Battlefield 4 features an intense, dramatic character-driven campaign that starts with the evacuation of American VIPs from Shanghai and follows your squad's struggle to find its way home. Change the landscape in real-time with interactive environments that react to your every move. Dominate land, air and sea with all-new, intense water-based vehicular combat.","Oct 19, 2013",Electronic Arts,81,Battlefield 4,Action|Shooter|Shooter|First-Person|Modern|Modern|Arcade|,6.2,EA DICE,M
